PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Sex_Encoded,Embarked_Q,Embarked_S,Embarked_nan,Age_Scaled,Fare_Scaled,FamilySize,IsAlone
98,0,1,female,35.0,0,0,35.275549199717545,0,False,True,False,0.5765120839647608,0.0518494518897302,1,1
99,0,1,male,38.0,0,0,30.98586240150697,1,False,True,False,0.7770767826768925,-0.13013474910724737,1,1
100,0,3,female,35.0,0,0,15.166899888238664,0,False,True,False,0.5765120839647608,-0.8012329875099097,1,1
101,0,2,female,35.0,1,0,22.123479951956156,0,False,False,False,0.5765120839647608,-0.5061094215900778,2,0
102,1,2,male,35.0,0,0,34.32728142617966,1,False,True,False,0.5765120839647608,0.0116204652022961,1,1
103,0,1,male,38.0,0,0,27.851051449757477,1,False,False,False,0.7770767826768925,-0.2631248934153778,1,1
104,0,3,male,4.0,1,0,89.92207984261105,1,False,True,False,-1.4959898027272664,2.3701551194392265,2,0
105,1,2,female,26.0,0,0,11.65074837845982,0,False,True,False,-0.02518201217163421,-0.9504009928193752,1,1
106,0,3,male,14.0,0,0,42.88752687261391,1,False,True,False,-0.827440807020161,0.3747773811238023,1,1
107,0,3,male,4.0,0,0,22.79148802431198,1,False,True,False,-1.4959898027272664,-0.47777007631248847,1,1
108,1,1,male,14.0,0,0,24.018959769551472,1,False,False,False,-0.827440807020161,-0.4256962361204827,1,1
109,0,2,male,22.0,1,0,45.18268584257159,1,False,False,True,-0.29260161045447647,0.4721464178290061,2,0
110,0,1,male,27.0,1,0,42.62217725959444,1,False,True,False,0.041672887399076354,0.36352028017872867,2,0
111,0,2,male,27.0,0,0,89.92207984261105,1,False,True,False,0.041672887399076354,2.3701551194392265,1,1
112,0,2,female,2.0,0,0,11.372543724097493,0,False,False,False,-1.6296996018686876,-0.9622034516279968,1,1
113,1,2,female,27.0,0,0,10.548117501219663,0,False,True,False,0.041672887399076354,-0.997178626858497,1,1
114,1,2,male,38.0,0,1,45.90748297020627,1,False,True,False,0.7770767826768925,0.5028949625042314,2,0
115,1,2,male,54.0,0,0,33.16001751403941,1,False,False,False,1.8467551758082614,-0.03789913853475557,1,1
116,1,3,male,27.0,2,0,16.862797773500784,1,False,True,False,0.041672887399076354,-0.729286797463906,3,0
117,1,1,female,2.0,0,0,9.732520620433924,0,False,True,False,-1.6296996018686876,-1.0317792291093035,1,1
118,0,3,female,27.0,3,0,9.936526131917239,0,False,True,False,0.041672887399076354,-1.0231245692815143,4,0
119,1,2,female,14.0,0,0,74.63355537396768,0,False,False,False,-0.827440807020161,1.7215600026560107,1,1
120,0,1,female,27.0,0,0,13.64087095579892,0,False,True,False,0.041672887399076354,-0.8659727153809897,1,1
121,1,2,female,27.0,0,1,18.96898978842742,0,False,True,False,0.041672887399076354,-0.6399344300270741,2,0
122,1,1,female,2.0,1,0,14.960954902868998,0,False,False,False,-1.6296996018686876,-0.8099699269124476,2,0
123,0,3,female,22.0,1,0,20.404977044312623,0,False,True,False,-0.29260161045447647,-0.5790145993501299,2,0
124,0,1,female,35.0,1,0,9.408540821948895,0,False,False,False,0.5765120839647608,-1.0455236369273881,2,0
125,0,1,female,27.0,0,1,29.210369660766045,0,False,True,False,0.041672887399076354,-0.20545764399422514,2,0
126,0,1,male,27.0,0,0,9.350205391323241,1,True,False,False,0.041672887399076354,-1.0479984392221973,1,1
127,1,1,male,38.0,1,1,55.58666126477756,1,False,True,False,0.7770767826768925,0.9135211016852154,3,0
128,1,1,male,2.0,0,0,15.23591923052618,1,False,True,False,-1.6296996018686876,-0.7983049346122553,1,1
129,0,2,male,38.0,0,1,30.54664073445784,1,False,True,False,0.7770767826768925,-0.1487681384194554,2,0
130,0,1,female,54.0,0,0,70.87768449469226,0,False,True,False,1.8467551758082614,1.5622222250593163,1,1
131,0,1,female,54.0,3,1,38.81996121230792,0,False,False,False,1.8467551758082614,0.20221637107469717,5,0
132,0,3,male,38.0,2,0,30.090068977241952,1,False,False,True,0.7770767826768925,-0.16813758200432957,3,0
133,0,1,female,2.0,0,1,19.01168127452438,0,False,True,False,-1.6296996018686876,-0.6381233010677362,2,0
134,0,3,male,38.0,1,0,19.399043036715405,1,False,True,False,0.7770767826768925,-0.6216899985668354,2,0
135,1,2,female,27.0,2,0,40.46327451709208,0,False,False,False,0.041672887399076354,0.2719317309195227,3,0
136,0,1,male,4.0,0,0,89.92207984261105,1,False,False,False,-1.4959898027272664,2.3701551194392265,1,1
137,0,3,female,26.0,0,0,39.777011808956935,0,False,True,False,-0.02518201217163421,0.24281795723653643,1,1
138,1,3,female,27.0,2,0,31.728665329039437,0,False,True,False,0.041672887399076354,-0.09862233255469142,3,0
139,0,2,male,26.0,0,0,46.60236572578434,1,False,True,False,-0.02518201217163421,0.5323744301225211,1,1
140,1,1,female,2.0,0,0,26.026187839472268,0,False,True,False,-1.6296996018686876,-0.3405422811334617,1,1
141,1,1,male,26.0,0,0,9.110805304496527,1,False,True,False,-0.02518201217163421,-1.0581546663709813,1,1
142,0,3,male,54.0,2,1,32.03642780431883,1,False,True,False,1.8467551758082614,-0.08556592289235045,4,0
143,0,1,male,14.0,3,0,89.92207984261105,1,False,True,False,-0.827440807020161,2.3701551194392265,4,0
144,0,3,male,27.0,2,2,13.032174888221107,1,False,False,False,0.041672887399076354,-0.8917958285169788,5,0
145,0,1,female,35.0,0,0,42.38596275404774,0,False,True,False,0.5765120839647608,0.3534991970372406,1,1
146,0,3,female,2.0,1,0,13.979340312267738,0,False,True,False,-1.6296996018686876,-0.8516136075261614,2,0
147,1,1,female,27.0,1,0,30.274982780793394,0,False,True,False,0.041672887399076354,-0.16029286224374967,2,0
148,0,2,male,26.0,0,0,10.300234511070826,1,False,True,False,-0.02518201217163421,-1.0076947297874557,1,1
149,0,1,female,54.0,1,0,25.20534973537642,0,False,True,False,1.8467551758082614,-0.3753652352437874,2,0
150,0,1,male,22.0,0,0,49.5876997562737,1,False,True,False,-0.29260161045447647,0.6590232168065097,1,1
151,1,2,female,4.0,0,0,20.061612844563626,0,False,True,False,-1.4959898027272664,-0.5935813643569258,1,1
152,0,1,female,35.0,0,0,40.050838186282654,0,False,True,False,0.5765120839647608,0.2544346735222814,1,1
153,0,2,female,4.0,0,2,54.858279287490504,0,False,True,False,-1.4959898027272664,0.8826204745782484,3,0
154,0,1,male,27.0,0,2,85.84204078112627,1,False,True,False,0.041672887399076354,2.197064942097958,3,0
155,1,3,female,54.0,0,0,15.272350631466669,0,False,False,False,1.8467551758082614,-0.7967593813578495,1,1
156,0,3,female,54.0,0,0,22.540583987436044,0,False,True,False,1.8467551758082614,-0.48841434309131965,1,1
157,1,1,male,26.0,1,0,12.210960359672084,1,False,False,False,-0.02518201217163421,-0.9266347519291601,2,0
158,1,1,female,27.0,0,0,89.92207984261105,0,False,True,False,0.041672887399076354,2.3701551194392265,1,1
159,0,1,male,26.0,0,0,85.76927291475717,1,False,True,False,-0.02518201217163421,2.193977863100731,1,1
160,1,3,female,27.0,0,0,30.54306796397368,0,False,True,False,0.041672887399076354,-0.1489197084087088,1,1
161,0,1,male,27.0,1,0,62.61112976185915,1,False,True,False,0.041672887399076354,1.2115247432105332,2,0
162,1,3,male,35.0,0,1,29.329008658948588,1,False,False,False,0.5765120839647608,-0.2004245438386757,2,0
163,1,2,female,26.0,0,0,36.56194545865192,0,False,False,False,-0.02518201217163421,0.10642308543456816,1,1
164,0,3,male,22.0,1,0,10.050469386290654,1,False,False,False,-0.29260161045447647,-1.0182906797502806,2,0
165,0,3,male,38.0,0,0,49.47804305467216,1,False,True,False,0.7770767826768925,0.6543711785194151,1,1
166,1,2,male,38.0,0,0,11.349120056867214,1,False,True,False,0.7770767826768925,-0.9631971692502483,1,1
167,0,3,male,26.0,0,0,59.72266204806018,1,False,True,False,-0.02518201217163421,1.0889853799123672,1,1
168,0,1,male,26.0,1,2,52.95167201055995,1,False,True,False,-0.02518201217163421,0.8017352215914878,4,0
169,0,1,male,4.0,0,0,44.25665207280827,1,False,True,False,-1.4959898027272664,0.4328606788895351,1,1
170,0,3,female,35.0,1,1,8.354911041546593,0,False,True,False,0.5765120839647608,-1.0902224652458377,3,0
171,1,1,male,26.0,0,0,18.084621201546504,1,False,True,False,-0.02518201217163421,-0.6774525795426718,1,1
172,0,3,male,4.0,2,0,16.409604175373822,1,False,True,False,-1.4959898027272664,-0.7485129271865898,3,0
173,0,1,female,27.0,1,0,20.64500786058551,0,False,False,False,0.041672887399076354,-0.5688316143517158,2,0
174,0,1,female,54.0,3,0,10.001709217171328,0,False,False,True,1.8467551758082614,-1.020359264436081,4,0
175,1,3,female,54.0,0,1,89.92207984261105,0,True,False,False,1.8467551758082614,2.3701551194392265,2,0
176,0,1,female,27.0,1,1,31.459790562895446,0,False,True,False,0.041672887399076354,-0.11002898338648986,3,0
177,1,3,female,2.0,0,0,18.187943658428065,0,False,True,False,-1.6296996018686876,-0.6730692630803885,1,1
178,0,1,female,4.0,0,0,22.424222933197974,0,False,True,False,-1.4959898027272664,-0.4933508045344988,1,1
179,1,1,female,4.0,0,0,25.032908067278907,0,False,False,False,-1.4959898027272664,-0.3826808414088814,1,1
180,0,2,male,27.0,1,1,34.783330106623765,1,False,True,False,0.041672887399076354,0.030967717957664384,3,0
181,0,2,male,22.0,3,0,29.00024756136319,1,False,True,False,-0.29260161045447647,-0.21437179184939897,4,0
182,0,3,female,14.0,1,0,82.7947113955294,0,False,False,False,-0.827440807020161,2.06778608573861,2,0
183,1,2,male,27.0,0,0,27.862775387623685,1,False,True,False,0.041672887399076354,-0.2626275210976576,1,1
184,1,3,male,27.0,0,0,89.92207984261105,1,False,True,False,0.041672887399076354,2.3701551194392265,1,1
185,0,2,male,26.0,1,0,64.44995339984841,1,False,True,False,-0.02518201217163421,1.2895343663544476,2,0
186,1,1,female,26.0,0,0,14.265160515182956,0,False,True,False,-0.02518201217163421,-0.8394880692985179,1,1
187,1,3,female,35.0,0,1,87.28398381766563,0,False,True,False,0.5765120839647608,2.2582374387700304,2,0
188,0,3,male,27.0,0,0,10.961383385298289,1,False,True,False,0.041672887399076354,-0.9796463767779711,1,1
189,0,1,female,35.0,0,0,58.27188722032177,0,False,True,False,0.5765120839647608,1.0274382063605276,1,1
190,0,3,male,27.0,0,2,21.621248560012916,1,False,True,False,0.041672887399076354,-0.5274159138534562,3,0
191,0,3,male,4.0,0,0,70.35571304729709,1,False,False,False,-1.4959898027272664,1.5400782874559762,1,1
192,1,2,male,27.0,0,1,68.0114875746688,1,False,True,False,0.041672887399076354,1.4406276702754912,2,0
193,1,3,male,4.0,0,0,56.43537975072343,1,False,True,False,-1.4959898027272664,0.9495268435497852,1,1
194,1,1,female,14.0,3,0,54.073780806927836,0,False,True,False,-0.827440807020161,0.8493391801890883,4,0
195,0,2,female,54.0,0,1,18.1514560877536,0,True,False,False,1.8467551758082614,-0.6746171992603173,2,0
196,0,2,female,38.0,0,0,9.781439876022484,0,False,True,False,0.7770767826768925,-1.0297038953937128,1,1
197,1,1,male,27.0,0,0,22.72414894226899,1,False,True,False,0.041672887399076354,-0.4806268464260025,1,1
198,1,1,female,14.0,0,0,12.967550700999727,0,False,False,False,-0.827440807020161,-0.8945374228640225,1,1
199,1,2,male,54.0,2,0,42.86849452932422,1,False,False,False,1.8467551758082614,0.3739699595218056,3,0
200,1,3,female,2.0,1,0,19.994012786393192,0,False,True,False,-1.6296996018686876,-0.5964492060321333,2,0
201,1,2,male,27.0,0,0,89.92207984261105,1,False,False,False,0.041672887399076354,2.3701551194392265,1,1
202,0,1,male,35.0,0,2,37.98065343608373,1,False,True,False,0.5765120839647608,0.1666098659306793,3,0
203,0,2,male,35.0,1,0,59.11025526229813,1,False,True,False,0.5765120839647608,1.0630048445412246,2,0
204,1,1,female,4.0,2,0,11.515046262996783,0,False,True,False,-1.4959898027272664,-0.9561579728083203,3,0
205,1,2,female,26.0,0,0,66.66819630009354,0,False,True,False,-0.02518201217163421,1.3836403421069718,1,1
206,0,3,female,54.0,0,0,84.07404345848398,0,False,False,False,1.8467551758082614,2.1220600302568258,1,1
207,0,2,female,2.0,0,0,27.27800421644748,0,False,True,False,-1.6296996018686876,-0.2874356526369953,1,1
208,1,2,male,14.0,3,2,35.21139649474972,1,False,True,False,-0.827440807020161,0.04912785954405254,6,0
209,0,1,female,27.0,0,0,50.67082202995513,0,False,False,False,0.041672887399076354,0.7049732245413796,1,1
210,0,1,female,54.0,2,0,13.015289253637379,0,False,False,False,1.8467551758082614,-0.8925121788853388,3,0
211,0,1,male,2.0,0,0,28.198776446491834,1,False,True,False,-1.6296996018686876,-0.2483731274534023,1,1
212,1,2,male,38.0,0,0,22.507994470087034,1,False,True,False,0.7770767826768925,-0.4897969095943358,1,1
213,1,3,male,27.0,0,0,11.99786333135783,1,False,True,False,0.041672887399076354,-0.9356751071478154,1,1
214,0,1,female,35.0,0,0,20.993884473701947,0,False,False,False,0.5765120839647608,-0.5540309926114501,1,1
215,1,1,male,14.0,0,1,9.368220881123307,1,False,True,False,-0.827440807020161,-1.0472341562637768,2,0
216,0,2,male,35.0,0,0,8.03452639906438,1,True,False,False,0.5765120839647608,-1.1038143533991056,1,1
217,0,1,male,14.0,0,0,11.606540969856908,1,False,True,False,-0.827440807020161,-0.9522764327550143,1,1
218,1,3,female,4.0,1,0,89.92207984261105,0,False,True,False,-1.4959898027272664,2.3701551194392265,2,0
219,1,3,male,26.0,0,0,31.173882996743686,1,False,True,False,-0.02518201217163421,-0.12215822788210734,1,1
220,1,1,female,14.0,0,0,89.92207984261105,0,False,True,False,-0.827440807020161,2.3701551194392265,1,1
221,1,1,female,35.0,3,0,24.245323730247495,0,False,True,False,0.5765120839647608,-0.4160930491141583,4,0
222,0,2,male,4.0,1,0,18.460976849921124,1,True,False,False,-1.4959898027272664,-0.6614861966382776,2,0
223,0,3,male,14.0,2,0,28.41520924331899,1,False,True,False,-0.827440807020161,-0.23919125673581015,3,0
224,0,3,female,38.0,3,0,24.61840671879645,0,False,True,False,0.7770767826768925,-0.40026550440740527,4,0
225,0,1,male,26.0,0,0,10.600235017951757,1,False,False,False,-0.02518201217163421,-0.9949676112094307,1,1
226,0,2,male,14.0,0,1,37.96847613192478,1,False,True,False,-0.827440807020161,0.1660932601568994,2,0
227,1,3,female,4.0,1,1,14.55184885994992,0,False,False,False,-1.4959898027272664,-0.8273257013188029,3,0
228,0,3,female,54.0,0,0,36.245008535172914,0,False,True,False,1.8467551758082614,0.09297746212942921,1,1
229,1,2,male,22.0,0,1,38.76190517973859,1,False,True,False,-0.29260161045447647,0.19975342186717185,2,0
230,1,2,female,2.0,1,0,12.197118546633392,0,False,True,False,-1.6296996018686876,-0.9272219722565852,2,0
231,1,3,male,22.0,0,0,9.14936626851594,1,False,True,False,-0.29260161045447647,-1.0565187692631381,1,1
232,0,3,male,22.0,0,0,52.77786479671791,1,True,False,False,-0.29260161045447647,0.794361683982227,1,1
233,0,2,male,27.0,0,0,25.72449866274159,1,False,True,False,0.041672887399076354,-0.3533410392618339,1,1
234,0,3,female,38.0,0,0,9.047717003114476,0,False,True,False,0.7770767826768925,-1.0608311028241177,1,1
235,0,1,male,54.0,0,1,89.92207984261105,1,False,True,False,1.8467551758082614,2.3701551194392265,2,0
236,1,1,male,27.0,0,0,9.03551244273271,1,False,True,False,0.041672887399076354,-1.0613488649065435,1,1
237,0,2,male,14.0,1,0,42.876770405004535,1,False,False,False,-0.827440807020161,0.37432105243233266,2,0
238,0,2,female,2.0,0,0,89.92207984261105,0,False,True,False,-1.6296996018686876,2.3701551194392265,1,1
239,1,2,female,26.0,0,1,15.450758508714411,0,False,True,False,-0.02518201217163421,-0.7891906667826873,2,0
240,0,1,female,54.0,1,0,11.853255837007548,0,True,False,False,1.8467551758082614,-0.9418098858753647,2,0
241,1,3,female,35.0,3,0,11.13225218072028,0,False,True,False,0.5765120839647608,-0.9723974976236333,4,0
242,1,1,female,27.0,1,0,18.090941178233294,0,True,False,False,0.041672887399076354,-0.6771844630200052,2,0
243,1,3,male,27.0,1,0,10.445696106546844,1,False,True,False,0.041672887399076354,-1.001523716966778,2,0
244,0,1,female,27.0,0,2,42.5953840978455,0,False,True,False,0.041672887399076354,0.36238361627704324,3,0
245,0,3,female,54.0,0,2,9.179493913985812,0,False,True,False,1.8467551758082614,-1.0552406443680893,3,0
246,1,1,female,4.0,0,0,28.615137573039107,0,False,False,False,-1.4959898027272664,-0.23070956586832003,1,1
247,0,2,male,22.0,0,2,89.92207984261105,1,False,False,True,-0.29260161045447647,2.3701551194392265,3,0
248,1,1,female,35.0,0,0,57.70546330030146,0,False,True,False,0.5765120839647608,1.0034084323095473,1,1
249,1,3,female,27.0,0,1,35.902462298596205,0,False,True,False,0.041672887399076354,0.07844539811162304,2,0
250,1,1,male,2.0,1,0,18.21946499260956,1,False,True,False,-1.6296996018686876,-0.6717320128135926,2,0
251,0,1,female,27.0,0,0,36.586674284570705,0,False,True,False,0.041672887399076354,0.10747217266123954,1,1
